lane_id,cell,classification,failure_day_index,trace_row_count,stage3_enabled_day_count,lower_present_day_count,maximum_active_mass_kg_m2,maximum_lower_mass_kg_m2,maximum_active_depth_m,maximum_lower_depth_m,maximum_abs_requested_g0_w_m2,maximum_abs_applied_g0_w_m2,maximum_abs_rejected_g0_w_m2,minimum_substep_seconds,cumulative_sublimation_m,cumulative_snowpack_swe_loss_m,cumulative_shortwave_j_m2,cumulative_longwave_j_m2,cumulative_latent_j_m2,cumulative_refrozen_liquid_m,cumulative_routed_melt_m,maximum_layer_count,minimum_density_kg_m3,maximum_density_kg_m3
harvard_hardwood,LS,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,33,33,20,0,14.989231920621544,0.0,0.02871500367935161,0.0,0.0,0.0,0.0,60.0,0.00392936504361744,0.01343553306080144,29089384.915011544,-18518749.945384737,-11215525.241510278,0.0013535343641441,0.024100380072428658,1,118.30503623685588,522.0
harvard_hardwood,S,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,75,75,44,3,39.73608532372814,5.0213617797699515,0.25000000000000033,0.02470807191449461,6.934941879163536,6.934941879163536,0.0,60.0,0.02546869815940689,0.04074969310840431,85384096.30623712,0.0,-72407253.12621753,0.0022226283640932303,0.062335716157903946,6,115.22585631591039,522.0
harvard_open,LS,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,29,29,16,0,14.628512540298544,0.0,0.02802397038371368,0.0,0.0,0.0,0.0,60.0,0.00488800919152295,0.012135392073143899,20677025.801793944,-4650732.107781479,-13894792.708682911,0.0008200697485198899,0.02317838431936432,1,119.03663811076046,522.0
harvard_open,S,PRIOR_LAYER_THICKNESS_AGGREGATE_MISMATCH,2643,2643,911,431,130.5000000000001,352.958027211819,0.25000000000000033,1.2700147043598926,16.082119995185717,16.082119995185717,0.0,60.0,0.050276082690902044,2.4053165138147707,1641937001.2880497,0.0,-142756289.32791555,0.01821934377210965,2.9798800583817617,20,98.22417007205044,522.0
marcell_conifer,LS,SATURATION_VAPOR_PRESSURE_UNDERFLOW,21,21,17,7,35.71089080512689,8.110864350266711,0.25000000000000033,0.06032138993292587,7.298144922314756,7.298144922314756,0.0,60.0,0.0018452670197535903,0.0,14682528.716131315,-8702485.554146808,-5265942.874917956,8.93522471837e-06,8.93522471837e-06,13,101.77892348223213,143.4509019148907
marcell_conifer,S,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,19,19,15,5,34.3254170603624,6.772641751894091,0.25000000000000033,0.05022658505196596,5.11468110560974,5.11468110560974,0.0,60.0,0.0031343277195056696,0.0,11954927.762098463,0.0,-8924471.346710037,8.93522471837e-06,8.93522471837e-06,12,101.87815215108282,137.93921507689214
marcell_deciduous,L,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,12517,12517,4803,1822,130.5,172.4003942078262,0.25000000000000033,0.6835538545343989,29.691855085319936,29.691855085319936,0.0,60.0,0.0,4.02299113789072,6324319818.858978,-5516880785.576615,0.0,0.27385701420971603,4.300187405711896,17,80.59674805163499,522.0
marcell_deciduous,LS,SATURATION_VAPOR_PRESSURE_UNDERFLOW,13,13,9,0,16.16691177179679,0.0,0.15965737652416628,0.0,0.0,0.0,0.0,60.0,0.00079716628667322,0.0,7264018.867939178,-5204168.443239329,-2297149.448113573,0.0,0.0,4,101.59396381815417,110.74334345050997
marcell_deciduous,S,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,1174,1174,456,70,63.760497970893084,42.222152196242746,0.2500000000000004,0.291780171749467,15.458509553100289,15.458509553100289,0.0,60.0,0.17468382086825385,0.2233930120504651,591243063.7129834,0.0,-498460927.9186742,0.013053849173197216,0.2475687304580723,17,87.91082471847841,522.0
marcell_open,L,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,3709,3709,1449,577,125.11512416377313,110.3704212010399,0.25000000000000033,0.5288517330770233,26.377559720677844,26.377559720677844,0.0,60.0,0.0,1.1192327465112557,2089469531.5675204,-1118190873.7543082,0.0,0.005935470021746575,1.232019563406852,17,80.59606779205393,522.0
