lane_id,cell,classification,failure_day_index,trace_row_count,stage3_enabled_day_count,lower_present_day_count,maximum_active_mass_kg_m2,maximum_lower_mass_kg_m2,maximum_active_depth_m,maximum_lower_depth_m,maximum_abs_requested_g0_w_m2,maximum_abs_applied_g0_w_m2,maximum_abs_rejected_g0_w_m2,minimum_substep_seconds,cumulative_sublimation_m,cumulative_snowpack_swe_loss_m,cumulative_shortwave_j_m2,cumulative_longwave_j_m2,cumulative_latent_j_m2,cumulative_refrozen_liquid_m,cumulative_routed_melt_m,maximum_layer_count,minimum_density_kg_m3,maximum_density_kg_m3
marcell_open,LS,PRIOR_LAYER_THICKNESS_AGGREGATE_MISMATCH,3371,3371,1305,537,120.38004049911338,109.13210623443663,0.2500000000000004,0.5260853470231124,568.9109015357343,26.486061063879003,562.9742273512898,60.0,0.04716349913663901,0.9186217353876496,1874503035.7251358,-943266427.7808406,-134490636.94314522,0.010705107564305698,1.013461647242154,19,80.59606779205389,522.0
marcell_open,S,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,1152,1152,452,97,102.81110126068138,70.73287896280175,0.25000000000000033,0.34153484798718314,730.795403333192,14.175078510587564,721.5020303678514,60.0,0.08422288074102872,0.2755968211284303,642248324.4602878,0.0,-239691075.90488774,0.004523666016241902,0.3187659222467739,18,88.63544957232561,522.0
sleepers_south_open,LS,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,10569,10569,4439,2880,130.5000000000001,443.24735143427637,0.25000000000000033,1.4684368996848909,66.26688151017673,24.49192851081647,53.287551961371534,60.0,0.18455687526486392,10.468252801075915,7865523800.212075,-1834989766.343582,-524911913.07858914,0.23175022930730982,12.595147372547448,19,92.03492768195377,522.0
sleepers_south_open,S,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,5517,5517,2309,1385,130.50000000000048,286.2548912275337,0.25000000000000033,1.097425989126931,12.783314129352474,12.783314129352474,0.0,60.0,0.1973131811101719,5.206463654867597,3998295535.1535764,0.0,-560207354.3066643,0.0634480697931278,6.356704431406554,19,94.16824625202798,522.0
sleepers_w9_hardwood,LS,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,26,26,20,4,41.96369179379137,4.398750634679844,0.25000000000000033,0.01707825176808058,6.289479933814795,6.289479933814795,0.0,60.0,0.0037532393882908194,0.00055726886832448,29800601.890600715,-11749697.489170901,-10676627.185083395,0.0009039192501724399,0.00102537185258002,11,98.57064576090464,236.0769592138918
sleepers_w9_hardwood,S,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,3247,3247,1328,864,130.50000000000003,288.6126125921537,0.2500000000000004,1.1841187495905419,36.12699609217254,20.962737656579137,35.56242926622373,60.0,0.31465314690080554,3.0594803104485506,2867374318.0882807,0.0,-893505262.3326781,0.09196455024035069,3.6733453106836467,19,98.57064576090488,522.0
snotel_css_lab_ca,LS,SATURATION_VAPOR_PRESSURE_UNDERFLOW,4418,4418,1966,1532,130.50000000000006,1156.7162881610634,0.25000000000000033,2.7680372669985043,22.41170948680089,22.41170948680089,4.0305293478302415,60.0,0.19287716837614063,11.61286880355164,5479279817.531757,682101367.341145,-547213406.8088264,0.2969228340202248,13.909651975612903,17,118.69722987028892,522.0
snotel_mica_creek_st_joe_id,LS,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,10204,10204,4371,3122,130.50000000000014,952.391034767587,0.2500000000000004,2.3559744465797428,17.290347789473813,17.290347789473813,0.0,60.0,0.3374425780740301,18.083485945430525,5256893050.019593,1159622741.076147,-957814996.38985,0.5303885942026367,24.082718956041177,20,115.69418159363624,522.0
snotel_mica_creek_st_joe_id,S,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,9125,9125,3871,2760,130.50000000000045,946.9386163918423,0.25000000000000033,2.340994111197626,252.45411984525248,11.106267336332147,252.28917569872377,60.0,0.4067691043511668,15.786819304643835,4625844823.616076,0.0,-1153922306.1589863,0.44596833875651415,20.8727534109504,18,115.19383340529036,522.0
snotel_niwot_co,LS,SATURATION_VAPOR_PRESSURE_UNDERFLOW,3040,3040,1580,876,130.50000000000045,326.3919611026051,0.25000000000000033,1.2324709568491032,32.721164601053594,32.721164601053594,0.0,60.0,0.2924530755112971,3.4367056016853486,4385945778.106719,-641644393.9163715,-830729699.4730273,0.10508465666022238,3.7159598303149157,19,96.01107148137946,522.0
snotel_niwot_co,S,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,3660,3660,1824,879,130.50000000000048,307.7528458029326,0.2500000000000004,1.2030545925489535,502.9376593206332,25.03755420919192,498.01423087116535,60.0,0.4463305104356087,3.7734600395138536,4883061473.344212,0.0,-1266966925.4811797,0.13800577382132165,4.080050997803456,19,96.2446847157228,522.0
snotel_paradise_wa,LS,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,2121,2121,1392,1270,130.50000000000003,1762.7920501139631,0.25000000000000033,4.330065001132745,13.90496257929156,13.90496257929156,0.0,60.0,0.11676321539477295,10.15884785897076,3237717484.649475,805675095.9599048,-331347378.0937523,0.3475260865343299,12.355346075904672,19,134.7255224637544,522.0
snotel_snowbird_ut,LS,SATURATION_VAPOR_PRESSURE_UNDERFLOW,5085,5085,2594,1809,130.50000000000017,588.6267341654996,0.2500000000000004,2.183162498994114,24.540489517288172,24.540489517288172,0.0,60.0,0.23464372993401286,10.002394136658314,4000215158.6136365,316100643.3682472,-666534607.5027821,0.25414389579708985,11.181772632071478,19,81.57369468465772,522.0
snotel_snowbird_ut,S,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,1440,1440,713,457,130.50000000000048,367.6489298689281,0.25000000000000033,1.3774929084862713,16.34530997249745,16.34530997249745,0.0,60.0,0.09543782680769827,2.4464033819924653,1092612378.3799038,0.0,-270817226.9905865,0.05761720006875636,2.6859919514537944,19,117.10011512011258,522.0
