lane_id,cell,classification,failure_day_index,day_index,days_to_failure,terminal,swe_m,cold_content_j_m2,reconstructed_temperature_c,sublimation_m,snowpack_swe_loss_m,shortwave_j_m2,longwave_j_m2,latent_j_m2,surface_j_m2,lower_mass_kg_m2,refrozen_liquid_m,routed_melt_m
harvard_hardwood,LS,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,33,10,23,False,0.0144263264890649,0.0,-0.0,0.00060883373968011,0.0,1408820.3277657595,-28522.761443377258,-1738281.0624104813,-357983.49608809885,0.0,0.00115352537067546,0.01066483976227157
harvard_hardwood,LS,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,33,11,22,False,0.01427723550559408,192557.61415696048,-6.422398926149084,0.00014909098347082,0.0,847948.3910905339,-617899.8631710409,-423324.66645403893,-193276.1385345458,0.0,0.0,0.0
harvard_hardwood,LS,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,33,12,21,False,0.01411617436880648,534294.4485073299,-18.023716710588136,0.0001610611367876,0.0,1623225.6632631694,-1507541.1048053615,-459757.03397944034,-344072.4755216323,0.0,0.0,0.0
harvard_hardwood,LS,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,33,13,20,False,0.01390081776974213,429670.33353170095,-14.718912521444913,0.00021535659906435,0.0,1852543.0125545454,-1137081.786987635,-612129.9802481375,103331.2453187728,0.0,0.0,0.0
harvard_hardwood,LS,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,33,14,19,False,0.00589704031159464,0.0,-0.0,0.00015268032204178,0.00785109713610571,1116735.3279755518,-410973.5378921366,-432677.99517584033,120255.59230686865,0.0,0.00020000174411299,0.00785109713610571
harvard_hardwood,LS,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,33,15,18,False,0.00567260751763185,142308.0917858173,-11.946139016777344,0.00022443279396272,0.0,1550652.6725266278,-1056489.646435562,-637557.2676479211,-143394.2415568537,0.0,0.0,0.0
harvard_hardwood,LS,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,33,16,17,False,0.00558443592469573,109816.99672425428,-9.364205923229365,8.817159293612e-05,0.0,973523.9709284663,-691007.8471836379,-250398.9061116738,32117.217633154552,0.0,0.0,0.0
harvard_hardwood,LS,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,33,17,16,False,-0.0,0.0,0.0,0.0,0.00558443592469573,0.0,0.0,0.0,0.0,0.0,0.0,0.00558443592469573
harvard_hardwood,LS,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,33,18,15,False,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harvard_hardwood,LS,CONDUCTIVITY_TEMPERATURE_BELOW_ABSOLUTE_ZERO,33,19,14,False,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
