lane_id,cell,classification,failure_day_index,reported_value_m,expected_depth_m,signed_residual_m,parsed_filtered_depth_m,parsed_full_depth_m,excluded_layer_count,excluded_mass_swe_m,excluded_depth_m,excluded_density_kg_m3,layer_count
harvard_open,S,PRIOR_LAYER_THICKNESS_AGGREGATE_MISMATCH,2643,0.25117126698826425,0.25117126799603906,-1.0077748080483673e-09,0.25117126698826425,0.25117126799603906,1,5.260584353128359e-10,1.0077747802927917e-09,521.9999999999986,5
marcell_open,LS,PRIOR_LAYER_THICKNESS_AGGREGATE_MISMATCH,3371,0.2679421662484135,0.2679421673365761,-1.0881626155700985e-09,0.2679421662484135,0.2679421673365761,1,5.26734716902466e-10,1.088162587814523e-09,484.0588371636315,14
